load_step,load,total_energy,total_energy_change,total_init_energy,total_e_change_from_init,avg_energy,avg_energy_change,avg_init_energy,avg_e_change_from_init,min_iter_total_energy_change,min_iter_avg_energy_change,max_energy,max_force,avg_sigmaxy,avg_init_sigmaxy,avg_sigmaxy_change_from_init,avg_Pxy,nr_plastic_deformations,nr_red_q1,nr_red_q2,nr_red_q3,nr_red_q4,nr_red_q1_fixed,nr_red_q2_fixed,nr_red_q3_fixed,nr_red_q4_fixed,max_m3_nr,max_positive_plastic_jump,max_negative_plastic_jump,nr_iterations,nr_func_evals,LBFGS_Term_reason,CG_Term_reason,FIRE_Term_reason,run_time,minimization_time,write_time,est_time_remaining,cmX,cmY,maxX,minX,maxY,minY
17092,0.32091,529.78475406,0.039888811761,529.78475886,-4.8042211347e-06,0.0042382780325,3.1911049408e-07,0.0042382780709,-3.8433769188e-11,0,0,0.27385225312,9.2191062e-06,-0.056658916043,0.076256112876,0.019383573572,-0.056662928079,0.076263714793,0.019373160289,-7.6019173184e-06,-0.080942388768,0.080474699251,-0.020995033962,0.020864553771,-0.080949350323,0.080482149314,-0.020983869991,0.020853564718,0.012606893632,0,0,83951,32260,4638,4151,44329,18158,44260,18253,3,39916,3,-2,777,1275,0,2,0,0,37d 16h 14m 31s,36d 23h 56m 38.361s,15h 44m 31.505s,83d 9h 39m 21s,165.1137397,125.00005135,328.47753519,-1.7499648125,251.75804071,-1.5567259618
17093,0.32092,529.82466211,0.039908050964,529.82466688,-4.7658944595e-06,0.0042385972969,3.1926440771e-07,0.004238597335,-3.8127155946e-11,0,0,0.27385471615,4.3450538477e-06,-0.056668987357,0.076273539945,0.019366939131,-0.056673000293,0.076281051589,0.019356619887,-7.5116439556e-06,-0.080960481788,0.080492378368,-0.020976405508,0.02084576463,-0.080967414033,0.080499724229,-0.020965331339,0.020834850236,0.014159559373,0,0,83978,32233,4639,4150,44347,18142,44270,18241,3,39916,3,-2,785,1348,0,2,0,0,37d 16h 17m 35s,36d 23h 58m 34.521s,15h 45m 39.387s,83d 11h 10m 44s,165.1149897,125.00005135,328.48002063,-1.7499793728,251.75807117,-1.5568366716
17094,0.32093,529.86458947,0.039927360316,529.8645942,-4.733854098e-06,0.0042389167158,3.1941888253e-07,0.0042389167536,-3.7870832338e-11,0,0,0.27385719293,1.2948063367e-06,-0.056679057457,0.076291037268,0.019350231697,-0.056683070611,0.076298477689,0.019339986348,-7.440420807e-06,-0.080978602872,0.080510139654,-0.020957711739,0.020826916274,-0.080985506131,0.080517402404,-0.020946703862,0.02081606204,0.017141514494,0,0,84005,32204,4640,4151,44362,18129,44283,18226,3,39916,3,-2,876,1491,0,2,0,0,37d 16h 19m 43s,37d 42.716s,15h 45m 39.387s,83d 11h 48m 47s,165.1162397,125.00005135,328.48250521,-1.7499947945,251.75810325,-1.5569472375
17095,0.32094,529.9045362,0.03994673306,529.9045409,-4.6985858262e-06,0.0042392362896,3.1957386448e-07,0.0042392363272,-3.7588686504e-11,0,0,0.27385963603,7.2007353776e-06,-0.056689127578,0.076308596593,0.019333458792,-0.056693139712,0.076315974038,0.019323279823,-7.3774452673e-06,-0.080996740437,0.080527971574,-0.02093896334,0.020808020421,-0.081003626287,0.080535162742,-0.020928011078,0.020797214637,0.018857426225,1,1,84021,32187,4640,4152,44368,18124,44293,18215,3,39917,3,-2,646,1064,0,2,0,0,37d 16h 21m 17s,37d 2m 16.087s,15h 45m 39.387s,83d 11h 31m 33s,165.1174897,125.00005135,328.48499496,-1.7500050359,251.75813324,-1.5570477292
17096,0.32095,529.94450234,0.039966137893,529.94450702,-4.6819515092e-06,0.0042395560187,3.1972910314e-07,0.0042395560562,-3.7455612396e-11,0,0,0.27386210601,1.2465542247e-06,-0.056699190371,0.076326220247,0.019316626675,-0.05670320883,0.076333532386,0.019306507831,-7.3121389559e-06,-0.081014906662,0.080545882248,-0.020920166839,0.020789078349,-0.08102176292,0.080552993715,-0.020909263665,0.020778319741,0.025254521573,1,1,84033,32177,4640,4150,44380,18116,44293,18211,3,39918,3,-2,832,1424,0,2,0,0,37d 16h 23m 20s,37d 4m 18.862s,15h 45m 39.387s,83d 12h 33m 38s,165.1187397,125.00005135,328.48747961,-1.7500203913,251.75816744,-1.5571551047
17097,0.32096,529.98448791,0.03998556414,529.9844926,-4.6939557024e-06,0.0042398759032,3.1988451312e-07,0.0042398759408,-3.7551645821e-11,0,0,0.27386464225,2.1574541828e-06,-0.056709231031,0.076343836925,0.019299817199,-0.056713270616,0.076351155058,0.019289676637,-7.3181334155e-06,-0.081033044805,0.080563790633,-0.020901427247,0.02077018026,-0.081039928206,0.080570903435,-0.020890468158,0.020759378636,0.026738501769,0.96920239774,2,84046,32165,4641,4148,44391,18106,44296,18207,3,39920,3,-2,814,1376,0,2,0,0,37d 16h 25m 18s,37d 6m 16.936s,15h 45m 39.387s,83d 13h 39m 37s,165.1199897,125.00005135,328.48996878,-1.7500312209,251.75820317,-1.5572586768
17098,0.32097,530.02449287,0.040004961996,530.02449757,-4.7031908252e-06,0.0042401959429,3.2003969597e-07,0.0042401959806,-3.7625526826e-11,0,0,0.2738672568,4.2129597861e-06,-0.056719234647,0.076361454155,0.019283033975,-0.056723310269,0.076368770757,0.019272868082,-7.3166011275e-06,-0.081051149646,0.080581710396,-0.020882767903,0.020751343107,-0.081058065412,0.080588810869,-0.020871729559,0.020740481513,0.024221580814,0,0,84065,32147,4640,4148,44401,18099,44304,18196,3,39920,3,-2,806,1372,0,2,0,0,37d 16h 27m 16s,37d 8m 14.271s,15h 45m 39.387s,83d 13h 55m 16s,165.1212397,125.00005135,328.49245952,-1.750040479,251.75824126,-1.5573587486
17099,0.32098,530.06451709,0.040024218615,530.0645219,-4.8144959237e-06,0.0042405161367,3.2019374892e-07,0.0042405161752,-3.8515967325e-11,0,0,0.27387009989,4.957757226e-06,-0.056729095235,0.076378890777,0.019266545295,-0.05673331288,0.07638638701,0.019256085779,-7.4962328007e-06,-0.081069050431,0.080599466336,-0.020864584731,0.020732892792,-0.081076169316,0.080606729687,-0.020853071203,0.020721645326,0.012718754854,1,1,84091,32120,4640,4149,44413,18086,44318,18183,3,39919,3,-2,945,1652,0,2,0,0,37d 16h 29m 36s,37d 10m 34.795s,15h 45m 39.387s,83d 15h 9m 22s,165.1224897,125.00005135,328.49495747,-1.7500425298,251.75829472,-1.5574632852
17100,0.32099,530.09962726,0.035110178479,530.10456518,-0.004937915146,0.0042407970181,2.8088142783e-07,0.0042408365214,-3.9503321168e-08,0,0,0.27393320045,2.5898044316e-06,-0.05672286026,0.07635709855,0.019316131355,-0.056743172474,0.076403822675,0.019239598002,-4.6724124886e-05,-0.08105289057,0.080573536861,-0.020936030874,0.020796398051,-0.081094069182,0.080624484703,-0.020834889004,0.02070319596,0.0090623071586,0.17536234497,17,84144,32086,4614,4156,44402,18088,44356,18154,3,39926,3,-2,1753,2927,0,2,0,0,37d 16h 33m 29s,37d 14m 27.583s,15h 45m 39.387s,83d 17h 29m 39s,165.1237397,125.00005135,328.49880947,-1.7486905325,251.76077375,-1.5578800142
17101,0.321,530.13962764,0.040000379598,530.13963219,-4.54677172e-06,0.0042411170212,3.2000303678e-07,0.0042411170575,-3.6374173638e-11,0,0,0.27393534715,7.5046577004e-06,-0.05673301496,0.076374917301,0.019299014101,-0.056736938763,0.076382032387,0.019289181997,-7.1150860434e-06,-0.081071207798,0.080591636026,-0.020916843597,0.020777145214,-0.081077912013,0.080598557228,-0.020906333623,0.02076669887,0.027640247168,0,0,84167,32064,4614,4155,44413,18078,44368,18141,3,39926,3,-2,661,1085,0,2,0,0,37d 16h 35m 3s,37d 15m 56.841s,15h 45m 43.480s,83d 17h 20m 45s,165.1249897,125.00005135,328.50129309,-1.7487069131,251.76079436,-1.5579827333
17102,0.32101,530.17964773,0.040020081027,530.17965227,-4.546741593e-06,0.0042414371818,3.2016064822e-07,0.0042414372182,-3.6373933379e-11,0,0,0.27393757869,2.6582849652e-06,-0.056743162831,0.076392773298,0.019281861934,-0.056747092435,0.076399850137,0.019272065693,-7.076838793e-06,-0.081089537388,0.080609779448,-0.020897623132,0.020757864162,-0.081096228276,0.080616655419,-0.020887147364,0.02074744703,0.035172956614,0.50923879583,2,84191,32041,4613,4155,44427,18063,44377,18133,3,39926,3,-2,693,1190,0,2,0,0,37d 16h 36m 45s,37d 17m 39.019s,15h 45m 43.480s,83d 17h 18m 35s,165.1262397,125.00005135,328.50377203,-1.7487279688,251.76081715,-1.5580883958
17103,0.32102,530.21968755,0.040039828353,530.21969208,-4.5301929958e-06,0.0042417575004,3.2031862683e-07,0.0042417575367,-3.624154362e-11,0,0,0.27393987058,1.2382144788e-06,-0.056753312629,0.076410649461,0.019264686795,-0.056757239277,0.076417705131,0.01925491448,-7.055670895e-06,-0.081107878691,0.080627946261,-0.020878379668,0.020738561509,-0.081114556897,0.080634797865,-0.020867927919,0.020728166978,0.040662324006,0.80331487926,2,84208,32023,4614,4155,44442,18049,44380,18129,3,39928,3,-2,710,1189,0,2,0,0,37d 16h 38m 29s,37d 19m 22.700s,15h 45m 43.480s,83d 17h 16m 35s,165.1274897,125.00005135,328.50625175,-1.7487482492,251.76083959,-1.5581945663
17104,0.32103,530.25974717,0.040059615832,530.25975166,-4.4934375865e-06,0.0042420779774,3.2047692666e-07,0.0042420780133,-3.5947500185e-11,0,0,0.27394200618,1.9571294344e-06,-0.05676347398,0.07642858221,0.019247443918,-0.056767388044,0.076435580289,0.019237740296,-6.9980783534e-06,-0.08112625228,0.080646173899,-0.020859060055,0.020719192984,-0.081132897229,0.0806529637,-0.020848685478,0.020708865329,0.043766361513,0,0,84227,32002,4617,4154,44454,18037,44390,18119,3,39928,3,-2,687,1145,0,2,0,0,37d 16h 40m 9s,37d 21m 2.350s,15h 45m 43.480s,83d 17h 56m 48s,165.1287397,125.00005135,328.50873242,-1.7487675829,251.7608617,-1.5582949645
17105,0.32104,530.29982661,0.040079435836,530.29983109,-4.4840220426e-06,0.0042423986128,3.2063548668e-07,0.0042423986487,-3.5872176757e-11,0,0,0.27394427088,1.966493698e-06,-0.056773635322,0.076446529009,0.019230185613,-0.056777548361,0.076453512031,0.019220498378,-6.9830226488e-06,-0.081144633212,0.080664417525,-0.020839727041,0.020699810668,-0.081151269843,0.080671190358,-0.02082936689,0.020689497812,0.051724968555,0,0,84238,31989,4619,4154,44462,18029,44395,18114,3,39928,3,-2,693,1157,0,2,0,0,37d 16h 41m 49s,37d 22m 42.524s,15h 45m 43.480s,83d 18h 41m 15s,165.1299897,125.00005135,328.51121249,-1.7487875088,251.76088371,-1.5583980081
17106,0.32105,530.33992589,0.040099286298,530.33993035,-4.4570508635e-06,0.0042427194071,3.2079429039e-07,0.0042427194428,-3.5656406647e-11,0,0,0.27394643967,5.4870582249e-06,-0.056783805006,0.076464521769,0.019212873954,-0.056787708669,0.076471457819,0.019203241037,-6.9360498856e-06,-0.08116304012,0.080682710203,-0.020820333725,0.020680376258,-0.081169649798,0.080689433001,-0.020810034905,0.020670116509,0.055641288008,0,0,84258,31970,4620,4152,44478,18014,44400,18108,3,39928,3,-2,682,1273,0,2,0,0,37d 16h 43m 38s,37d 24m 31.076s,15h 45m 43.480s,83d 19h 18m 43s,165.1312397,125.00005135,328.51369298,-1.7488070228,251.76090572,-1.5584951211
17107,0.32106,530.38004505,0.040119162319,530.38004951,-4.45227829e-06,0.0042430403604,3.2095329855e-07,0.0042430403961,-3.561822625e-11,0,0,0.27394871633,1.4519262332e-06,-0.056793975419,0.07648252634,0.019195548919,-0.056797877317,0.076489449566,0.019185930345,-6.9232264736e-06,-0.081181454182,0.080701016552,-0.020800925359,0.020660928151,-0.081188055726,0.080707724693,-0.02079064262,0.020650683116,0.060895818337,0,0,84280,31948,4621,4151,44490,18002,44411,18097,3,39928,3,-2,757,1289,0,2,0,0,37d 16h 45m 29s,37d 26m 22.013s,15h 45m 43.480s,83d 19h 53m 19s,165.1324897,125.00005135,328.51617292,-1.748827081,251.76092812,-1.5585933099
17108,0.32107,530.42018412,0.040139062305,530.42018855,-4.4358268951e-06,0.0042433614729,3.2111249844e-07,0.0042433615084,-3.5486615382e-11,0,0,0.27395086228,3.8397059576e-06,-0.056804152258,0.076500555393,0.019178192535,-0.056808046694,0.076507453121,0.01916860628,-6.8977283278e-06,-0.081199884142,0.080719348453,-0.020781484991,0.020641449668,-0.081206468806,0.080726030053,-0.020771235288,0.020631236027,0.06602621082,1,1,84303,31926,4620,4151,44500,17991,44423,18086,3,39929,3,-2,737,1210,0,2,0,0,37d 16h 47m 14s,37d 28m 6.716s,15h 45m 43.480s,83d 19h 50m 12s,165.13373971,125.00005135,328.51865433,-1.7488456738,251.76095005,-1.5586899083
17109,0.32108,530.4603431,0.040158984611,530.46034752,-4.4234150209e-06,0.0042436827448,3.2127187689e-07,0.0042436827802,-3.5387320678e-11,0,0,0.2739529641,5.5479835626e-06,-0.05681433561,0.076518610028,0.019160805757,-0.056818222495,0.076525481157,0.019151250868,-6.871129854e-06,-0.081218329928,0.080737706728,-0.020762009861,0.020621940529,-0.081224897783,0.080744360965,-0.020751795956,0.020611758566,0.069871386606,0,0,84328,31900,4624,4148,44517,17975,44435,18073,3,39929,3,-2,595,1100,0,2,0,0,37d 16h 48m 48s,37d 29m 40.266s,15h 45m 43.480s,83d 20h 23m 20s,165.13498971,125.00005135,328.52113659,-1.7488634062,251.76097223,-1.5587833044
17110,0.32109,530.50052202,0.040178923061,530.50052645,-4.4224709654e-06,0.0042440041762,3.2143138448e-07,0.0042440042116,-3.5379767692e-11,0,0,0.27395526837,4.0036431251e-06,-0.056824515387,0.076536665804,0.019143416812,-0.056828404807,0.076543534774,0.019133865064,-6.8689697079e-06,-0.08123677628,0.080756068426,-0.020742534246,0.02060242978,-0.081243342583,0.08076271825,-0.020732321864,0.020592250452,0.076282308178,0,0,84348,31883,4623,4146,44528,17963,44443,18066,3,39929,3,-2,641,1051,0,2,0,0,37d 16h 50m 18s,37d 31m 10.346s,15h 45m 43.480s,83d 20h 26m 9s,165.13623971,125.00005135,328.52361762,-1.7488823751,251.76099397,-1.5588798505
17111,0.3211,530.54072091,0.040198882679,530.54072531,-4.4007211955e-06,0.0042443257673,3.2159106144e-07,0.0042443258025,-3.5205769723e-11,0,0,0.27395728516,8.7605732748e-06,-0.056834703992,0.076554753325,0.019125989363,-0.056838583546,0.076561589531,0.019116477094,-6.836206745e-06,-0.081255243797,0.080774462951,-0.02072301395,0.020582879394,-0.081261787949,0.080781078957,-0.020712847289,0.020572740729,0.08180698337,1,1,84373,31858,4625,4144,44544,17949,44454,18053,3,39930,3,-2,568,936,0,2,0,0,37d 16h 51m 40s,37d 32m 32.027s,15h 45m 43.480s,83d 20h 19m 24s,165.13748971,125.00005135,328.52609987,-1.7489001264,251.76101671,-1.5589720522
17112,0.32111,530.58093976,0.040218854096,530.58094416,-4.4026634214e-06,0.0042446475181,3.2175083277e-07,0.0042446475533,-3.5221306774e-11,0,0,0.2739595205,3.3691447535e-06,-0.056844890173,0.07657285145,0.01910855393,-0.056848771109,0.076579676031,0.019099050623,-6.8245807895e-06,-0.081273713742,0.080792870168,-0.020703486073,0.020563322751,-0.081280254479,0.080799472488,-0.020693328036,0.020553191371,0.091862601645,0,0,84390,31840,4626,4144,44550,17944,44466,18040,3,39930,3,-2,726,1245,0,2,0,0,37d 16h 53m 29s,37d 34m 20.486s,15h 45m 43.480s,83d 20h 14m 35s,165.13873971,125.00005135,328.52857952,-1.7489204824,251.76103813,-1.5590651701
17113,0.32112,530.62117861,0.040238844718,530.621183,-4.3929222784e-06,0.0042449694288,3.2191075775e-07,0.004244969464,-3.5143378659e-11,0,0,0.27396165202,1.4328165089e-06,-0.056855081787,0.076590961322,0.019091100044,-0.056858956249,0.076597773132,0.01908161617,-6.8118098617e-06,-0.081292193519,0.080811288463,-0.020683936226,0.020543746306,-0.081298723434,0.08081787871,-0.020673801203,0.02053363576,0.089155878733,0,0,84409,31824,4624,4143,44560,17935,44473,18032,3,39930,3,-2,686,1136,0,2,0,0,37d 16h 55m 8s,37d 36m 0.047s,15h 45m 43.480s,83d 20h 12m 54s,165.13998971,125.00005135,328.53106134,-1.7489386603,251.76105989,-1.5591555118
17114,0.32113,530.66143745,0.040258846555,530.66144184,-4.3871848447e-06,0.0042452914996,3.2207077244e-07,0.0042452915347,-3.5097478743e-11,0,0,0.27396386487,1.943020101e-06,-0.056865270677,0.076609075258,0.019073643687,-0.05686914682,0.076615881982,0.019064163265,-6.8067239304e-06,-0.081310674077,0.080829712193,-0.020664387363,0.020524169155,-0.081317202221,0.080836296009,-0.020654252402,0.020514060346,0.10126771669,0,0,84431,31804,4621,4144,44569,17924,44483,18024,3,39930,3,-2,670,1151,0,2,0,0,37d 16h 56m 47s,37d 37m 38.402s,15h 45m 43.480s,83d 20h 9m 49s,165.14123971,125.00005135,328.53354338,-1.748956618,251.76108207,-1.5592487247
17115,0.32114,530.70171631,0.040278862604,530.70172068,-4.3688374944e-06,0.0042456137305,3.2223090083e-07,0.0042456137655,-3.4950699453e-11,0,0,0.27396600096,2.7366054785e-06,-0.056875468558,0.076627213808,0.019056154659,-0.056879334668,0.076633994893,0.01904670789,-6.7810849484e-06,-0.081329173342,0.080848160045,-0.020644799279,0.020504557234,-0.081335681788,0.080854718743,-0.020634704585,0.020494484227,0.098030658589,1,1,84444,31789,4624,4143,44577,17914,44491,18018,3,39931,3,-2,584,981,0,2,0,0,37d 16h 58m 11s,37d 39m 2.662s,15h 45m 43.480s,83d 20h 12m 56s,165.14248971,125.00005135,328.53602623,-1.7489737708,251.76110443,-1.5593367146
17116,0.32115,530.7420152,0.04029888754,530.74201957,-4.3712719844e-06,0.0042459361216,3.2239110032e-07,0.0042459361566,-3.497017606e-11,0,0,0.27396813656,2.7808252451e-06,-0.056885667748,0.07664536805,0.019038650519,-0.056889531505,0.076652132418,0.019029219845,-6.7643683454e-06,-0.081347680597,0.080866626369,-0.020625193858,0.020484929951,-0.081354180061,0.080873165597,-0.020615117549,0.020474873341,0.10814326432,1,1,84453,31779,4626,4142,44581,17909,44498,18012,3,39932,3,-2,606,1137,0,2,0,0,37d 16h 59m 48s,37d 40m 39.366s,15h 45m 43.480s,83d 20h 44m 37s,165.14373971,125.00005135,328.53850754,-1.7489924584,251.76112618,-1.5594241936
17117,0.32116,530.78233413,0.040318924936,530.7823385,-4.3761872348e-06,0.004246258673,3.2255139949e-07,0.004246258708,-3.5009497905e-11,0,0,0.27397027798,3.776273746e-06,-0.056895859327,0.076663509454,0.019021160744,-0.056899729649,0.076670285631,0.019011716692,-6.7761777075e-06,-0.081366176688,0.080885079154,-0.020605604308,0.020465318356,-0.081372686321,0.080891630921,-0.020595513181,0.020455247096,0.10824808366,1,1,84477,31754,4627,4142,44597,17896,44507,18000,3,39933,3,-2,626,1055,0,2,0,0,37d 17h 1m 19s,37d 42m 9.965s,15h 45m 43.480s,83d 20h 51m 38s,165.14498971,125.00005135,328.54098948,-1.7490105159,251.76114833,-1.5595124786
17118,0.32117,530.8226731,0.040338971722,530.82267746,-4.3563180725e-06,0.0042465813848,3.2271177378e-07,0.0042465814196,-3.4850544325e-11,0,0,0.27397246135,1.1989106161e-06,-0.056906055779,0.076681664206,0.019003653754,-0.056909920185,0.076688426008,0.018994227903,-6.7618019421e-06,-0.081384683973,0.080903546376,-0.020585996878,0.020445688306,-0.081391181418,0.080910082707,-0.020575924681,0.020435636538,0.12018774177,1,1,84491,31739,4628,4142,44607,17887,44512,17994,3,39934,3,-2,660,1123,0,2,0,0,37d 17h 2m 56s,37d 43m 46.797s,15h 45m 43.480s,83d 20h 48m 45s,165.14623971,125.00005135,328.54347155,-1.7490284499,251.76117043,-1.5596024766
17119,0.32118,530.86303213,0.040359029621,530.86303647,-4.3411509978e-06,0.004246904257,3.2287223697e-07,0.0042469042918,-3.4729207357e-11,0,0,0.27397458348,7.9006197057e-06,-0.056916267271,0.076699853461,0.018986100368,-0.056920115592,0.076706579732,0.018976721901,-6.7262702345e-06,-0.081403220608,0.080922047383,-0.020566335385,0.02042600836,-0.081409687708,0.080928548927,-0.020556318304,0.020416007528,0.11412326446,0,0,84514,31719,4626,4141,44614,17881,44526,17979,3,39934,3,-2,557,929,0,2,0,0,37d 17h 4m 16s,37d 45m 6.711s,15h 45m 43.480s,83d 20h 25m 8s,165.14748971,125.00005135,328.54595464,-1.7490453565,251.76119297,-1.5596866673
17120,0.32119,530.90341122,0.040379091986,530.90341558,-4.3642901346e-06,0.0042472272898,3.2303273589e-07,0.0042472273247,-3.4914320567e-11,0,0,0.2739767163,4.1678193694e-06,-0.056926462172,0.076718023277,0.018968579627,-0.056930326037,0.076724767957,0.018959169506,-6.7446800165e-06,-0.081421732327,0.080940530818,-0.020546711652,0.020406365772,-0.081428223346,0.080947048932,-0.020536657867,0.020396328625,0.12525085175,0,0,84535,31699,4626,4140,44623,17873,44538,17966,3,39934,3,-2,636,1097,0,2,0,0,37d 17h 5m 51s,37d 46m 41.675s,15h 45m 43.480s,83d 20h 30m 8s,165.14873971,125.00005135,328.54843629,-1.7490637083,251.76121465,-1.5597729912
17121,0.3212,530.94381039,0.040399166134,530.94381473,-4.3451593683e-06,0.0042475504831,3.2319332907e-07,0.0042475505179,-3.4761274588e-11,0,0,0.27397883758,1.6636430658e-06,-0.056936664062,0.076736204407,0.018951039564,-0.056940519891,0.076742936742,0.018941649756,-6.7323346822e-06,-0.081440256885,0.08095902532,-0.02052706624,0.020386701727,-0.081446734067,0.080965531364,-0.020517035189,0.020376687079,0.1255674046,0,0,84552,31683,4625,4140,44630,17865,44547,17958,3,39934,3,-2,613,1067,0,2,0,0,37d 17h 7m 24s,37d 48m 14.210s,15h 45m 43.480s,83d 20h 43m 26s,165.14998971,125.00005135,328.55091904,-1.749080961,251.76123698,-1.559858586
17122,0.32121,530.98422963,0.040419245896,530.98423397,-4.3371031779e-06,0.0042478738371,3.2335396717e-07,0.0042478738718,-3.4696825274e-11,0,0,0.27398094125,4.5283323487e-06,-0.056946872833,0.076754407191,0.018933472742,-0.056950720734,0.076761116842,0.018924110685,-6.709650998e-06,-0.081458798672,0.080977542305,-0.020507388162,0.0203670079,-0.081465257627,0.080984024864,-0.020497390833,0.020357024078,0.12919729111,0,0,84576,31661,4623,4140,44644,17853,44555,17948,3,39934,3,-2,735,1261,0,2,0,0,37d 17h 9m 7s,37d 49m 57.363s,15h 45m 43.480s,83d 21h 20m 57s,165.15123971,125.00005135,328.55340078,-1.7490992217,251.76125937,-1.5599419645
17123,0.32122,531.02466897,0.040439334679,531.02467331,-4.3460546522e-06,0.0042481973517,3.2351467743e-07,0.0042481973865,-3.4768437261e-11,0,0,0.273983051,1.4418724714e-06,-0.056957071973,0.076772596357,0.018915925541,-0.056960928457,0.076779318593,0.018906544857,-6.7222357385e-06,-0.081477325296,0.080996045213,-0.020487734398,0.02034733713,-0.081483798414,0.081002540844,-0.020477713815,0.020337331298,0.13305061053,0,0,84595,31644,4622,4139,44655,17840,44562,17943,3,39934,3,-2,552,997,0,2,0,0,37d 17h 10m 33s,37d 51m 22.450s,15h 45m 43.480s,83d 21h 3m 3s,165.15248971,125.00005135,328.55588434,-1.7491156555,251.76128184,-1.5600262416
