load_step,load,total_energy,total_energy_change,total_init_energy,total_e_change_from_init,avg_energy,avg_energy_change,avg_init_energy,avg_e_change_from_init,min_iter_total_energy_change,min_iter_avg_energy_change,max_energy,max_force,avg_sigmaxy,avg_init_sigmaxy,avg_sigmaxy_change_from_init,avg_Pxy,nr_plastic_deformations,nr_red_q1,nr_red_q2,nr_red_q3,nr_red_q4,nr_red_q1_fixed,nr_red_q2_fixed,nr_red_q3_fixed,nr_red_q4_fixed,max_m3_nr,max_positive_plastic_jump,max_negative_plastic_jump,nr_iterations,nr_func_evals,LBFGS_Term_reason,CG_Term_reason,FIRE_Term_reason,run_time,minimization_time,write_time,est_time_remaining,cmX,cmY,maxX,minX,maxY,minY
51,0.1505,483.62097332,0.0030293400403,483.62098329,-9.9728194982e-06,0.0038689677865,2.4234720322e-08,0.0038689678663,-7.9782555996e-11,0,0,0.20834493732,9.6971817249e-07,-2.215212786e-06,-2.1508811505e-06,-6.4331635411e-08,0.012473487258,4,45185,40843,19816,19156,32434,30148,32567,29851,3,3,-1,1094,2113,2,0,0,5h 8m 43s,5h 3m 7.509s,5m 30.484s,320d 16h 27m 18s,143.81248096,125.00005135,287.40121023,-0.22378976867,250.95390044,-0.82845041193
52,0.15051,483.61962199,-0.001351330291,483.62402274,-0.0044007565399,0.0038689569759,-1.0810642328e-08,0.0038689921819,-3.5206052319e-08,0,0,0.20853620112,1.7173682512e-06,4.0779621449e-06,-2.2312303696e-06,6.3091925145e-06,0.012437959043,28,45105,40887,19828,19180,32391,30207,32542,29860,3,3,-1,1981,3446,2,0,0,5h 19m 10s,5h 13m 33.649s,5m 30.484s,326d 14h 58s,143.81373096,125.00005135,287.40197827,-0.22552173169,250.9536014,-0.82356326635
53,0.15052,483.62263115,0.0030091594535,483.62264052,-9.3718533094e-06,0.0038689810492,2.4073275628e-08,0.0038689811241,-7.4974826694e-11,0,0,0.20853176239,9.8884839327e-07,3.9927700668e-06,4.0607631777e-06,-6.7993110876e-08,0.012448207772,1,45112,40879,19829,19180,32394,30207,32547,29852,3,3,-1,874,1638,2,0,0,5h 23m 57s,5h 18m 20.987s,5m 30.484s,325d 17h 13m 46s,143.81498096,125.00005135,287.40449251,-0.22550748628,250.95345832,-0.82361926854
54,0.15053,483.62565162,0.003020470022,483.62566103,-9.4128599812e-06,0.0038690052129,2.4163760176e-08,0.0038690052882,-7.5302879817e-11,0,0,0.20852716939,8.8176651949e-07,3.9028581708e-06,3.9755725845e-06,-7.2714413668e-08,0.01245841675,1,45119,40873,19827,19181,32396,30198,32550,29856,3,3,-1,875,1621,2,0,0,5h 28m 48s,5h 23m 11.868s,5m 30.484s,324d 22h 52m 2s,143.81623096,125.00005135,287.40700187,-0.22549813156,250.95331223,-0.8236736013
55,0.15054,483.62868337,0.0030317567267,483.62869281,-9.4361157608e-06,0.003869029467,2.4254053814e-08,0.0038690295425,-7.5488926308e-11,0,0,0.20852255897,2.4053956806e-07,3.8038186873e-06,3.8856610947e-06,-8.1842407385e-08,0.012468573319,2,45121,40875,19829,19175,32400,30194,32550,29856,3,3,-1,907,1742,2,0,0,5h 33m 59s,5h 28m 22.298s,5m 30.484s,324d 13h 52m 37s,143.81748096,125.00005135,287.40951062,-0.22548938272,250.95316439,-0.82374221848
56,0.15055,483.63172639,0.0030430205722,483.63173582,-9.4287946126e-06,0.0038690538111,2.4344164578e-08,0.0038690538866,-7.5430356839e-11,0,0,0.20851813208,3.6187636182e-07,3.6951852548e-06,3.7866227436e-06,-9.1437488826e-08,0.01247872072,1,45130,40874,19831,19165,32409,30183,32552,29856,3,3,-1,870,1639,2,0,0,5h 38m 59s,5h 33m 22.191s,5m 30.484s,324d 38m 16s,143.81873096,125.00005135,287.4120202,-0.22547979612,250.95301755,-0.82383119329
57,0.15056,483.63478065,0.0030542549916,483.6347901,-9.4547765457e-06,0.0038690782452,2.4434039933e-08,0.0038690783208,-7.5638212707e-11,0,0,0.20851361002,3.0884907051e-07,3.5789515578e-06,3.6779921874e-06,-9.904062964e-08,0.01248881392,0,45149,40861,19832,19158,32420,30168,32561,29851,3,3,-1,949,1815,2,0,0,5h 44m 9s,5h 38m 32.508s,5m 30.485s,323d 16h 21m 14s,143.81998096,125.00005135,287.41452827,-0.22547172792,250.95286805,-0.82392617964
58,0.15057,483.63784611,0.0030654577969,483.63785556,-9.4551706411e-06,0.0038691027688,2.4523662376e-08,0.0038691028445,-7.5641365133e-11,0,0,0.20850926643,9.5497174749e-07,3.4519035231e-06,3.5617617807e-06,-1.0985825759e-07,0.012498876566,0,45156,40850,19839,19155,32431,30157,32564,29848,3,3,-1,987,1893,2,0,0,5h 49m 48s,5h 44m 10.708s,5m 30.485s,323d 20h 5m 56s,143.82123096,125.00005135,287.41703608,-0.22546391892,250.95271917,-0.82404020873
59,0.15058,483.64092273,0.0030766222191,483.6409322,-9.4725994018e-06,0.0038691273818,2.4612977753e-08,0.0038691274576,-7.5780794834e-11,0,0,0.20850523611,1.3565792127e-06,3.302269569e-06,3.4347185938e-06,-1.3244902477e-07,0.012508869199,0,45163,40841,19844,19152,32438,30150,32569,29843,3,3,-1,795,1522,2,0,0,5h 55m 39s,5h 48m 43.401s,6m 49.362s,324d 5h 15m 0s,143.82248096,125.00005135,287.41954833,-0.22545166962,250.95257201,-0.82420410849
60,0.15059,483.64401046,0.0030877347168,483.64401995,-9.4857105069e-06,0.0038691520837,2.4701877734e-08,0.0038691521596,-7.5885684021e-11,0,0,0.20850109369,6.846721584e-07,3.1410878933e-06,3.2850912849e-06,-1.440033916e-07,0.012518808413,1,45182,40821,19848,19149,32448,30139,32582,29831,3,3,-1,794,1520,2,0,0,6h 12s,5h 53m 16.099s,6m 49.362s,323d 5h 59m 8s,143.82373096,125.00005135,287.42205831,-0.22544168864,250.95242273,-0.82437824336
61,0.1506,483.64710925,0.0030987860098,483.64711876,-9.5105488072e-06,0.003869176874,2.4790288078e-08,0.0038691769501,-7.6084390524e-11,0,0,0.20849727293,3.6252062396e-07,2.9568022988e-06,3.12391682e-06,-1.6711452126e-07,0.012528654392,0,45194,40815,19845,19146,32456,30129,32583,29832,3,3,-1,755,1450,2,0,0,6h 4m 33s,5h 57m 36.620s,6m 49.363s,322d 2h 38m 46s,143.82498096,125.00005135,287.42456773,-0.22543227112,250.95227132,-0.82459141546
62,0.15061,483.650219,0.0031097501306,483.65022854,-9.5404440685e-06,0.003869201752,2.4878001045e-08,0.0038692018283,-7.6323552513e-11,0,0,0.20849337298,5.1220314828e-07,2.7455374952e-06,2.9396398563e-06,-1.9410236116e-07,0.012538439654,2,45199,40804,19850,19147,32460,30129,32589,29822,3,3,-1,1058,2090,1,0,0,6h 10m 39s,6h 3m 42.610s,6m 49.363s,322d 17h 40m 17s,143.82623096,125.00005135,287.42707788,-0.22542211676,250.9521241,-0.8248480804
63,0.15062,483.65333959,0.003120586983,483.65334925,-9.6604898658e-06,0.0038692267167,2.4964695864e-08,0.003869226794,-7.7283919282e-11,0,0,0.20849019952,9.7480343161e-07,2.4704093955e-06,2.7283850224e-06,-2.5797562688e-07,0.012548003711,0,45220,40786,19845,19149,32465,30127,32600,29808,3,3,-1,1062,2017,2,0,0,6h 16m 37s,6h 9m 41.093s,6m 49.363s,323d 5h 18m 7s,143.82748096,125.00005135,287.42959526,-0.22540473969,250.95197886,-0.82522937693
64,0.15063,483.65647073,0.0031311466931,483.6564806,-9.870429551e-06,0.0038692517659,2.5049173545e-08,0.0038692518448,-7.8963436484e-11,0,0,0.20848865464,3.9077483031e-07,2.0070861675e-06,2.4532738201e-06,-4.461876526e-07,0.012556977666,0,45236,40775,19844,19145,32470,30125,32610,29795,3,3,-1,1455,2476,2,0,0,6h 24m 1s,6h 17m 4.983s,6m 49.363s,325d 1h 3m 18s,143.82873096,125.00005135,287.43213912,-0.22536088136,250.95184141,-0.82598684207
65,0.15064,483.65850072,0.0020299896869,483.65962204,-0.001121315796,0.0038692680058,1.6239917495e-08,0.0038692769763,-8.9705263682e-09,0,0,0.20860122012,8.8803012761e-07,-1.4367884276e-05,1.9899824781e-06,-1.6357866754e-05,0.012521177662,21,45207,40796,19847,19150,32422,30153,32632,29793,3,3,-1,2146,3791,2,0,0,6h 35m 20s,6h 28m 23.883s,6m 49.363s,330d 11h 25m 40s,143.82998096,125.00005135,287.43667982,-0.22332018483,250.95256205,-0.85217265641
66,0.15065,483.6616209,0.0031201727547,483.6616302,-9.3062500355e-06,0.0038692929672,2.4961382038e-08,0.0038692930416,-7.4449999984e-11,0,0,0.20859554568,6.2835471629e-07,-1.4420007647e-05,-1.4383906214e-05,-3.6101433124e-08,0.012531530772,1,45215,40784,19853,19148,32436,30141,32632,29791,3,3,-1,901,1611,2,0,0,6h 40m 17s,6h 33m 20.799s,6m 49.363s,329d 20h 54m 3s,143.83123096,125.00005135,287.43916497,-0.22333503278,250.95241317,-0.85207474167
67,0.15066,483.66475249,0.0031315972763,483.66476184,-9.3448109624e-06,0.0038693180199,2.505277821e-08,0.0038693180947,-7.4758487595e-11,0,0,0.20859013181,5.4304748327e-07,-1.4474537432e-05,-1.4436041508e-05,-3.8495923725e-08,0.012541798394,0,45234,40764,19857,19145,32455,30125,32636,29784,3,3,-1,791,1538,2,0,0,6h 44m 39s,6h 37m 42.109s,6m 49.363s,328d 17h 54m 18s,143.83248096,125.00005135,287.44164204,-0.22335795906,250.9522468,-0.85196635136
68,0.15067,483.66789548,0.0031429920758,483.6679048,-9.3146805966e-06,0.0038693431639,2.5143936606e-08,0.0038693432384,-7.4517444732e-11,0,0,0.20858451841,6.8956490438e-07,-1.4533476695e-05,-1.4490583898e-05,-4.2892796945e-08,0.012552084342,0,45253,40742,19862,19143,32468,30109,32647,29776,3,3,-1,894,1725,2,0,0,6h 49m 47s,6h 42m 49.578s,6m 49.363s,328d 8h 13m 0s,143.83373096,125.00005135,287.44412146,-0.22337853915,250.95208926,-0.85186578915
69,0.15068,483.67104984,0.0031543542291,483.67105919,-9.3473567517e-06,0.0038693683987,2.5234833833e-08,0.0038693684735,-7.4778854116e-11,0,0,0.20857898496,6.4489585638e-07,-1.4597820673e-05,-1.4549537019e-05,-4.8283654156e-08,0.012562317948,3,45263,40733,19867,19137,32477,30101,32653,29769,3,3,-1,922,1788,1,0,0,6h 55m 5s,6h 48m 8.188s,6m 49.363s,328d 2h 44m 52s,143.83498096,125.00005135,287.4465968,-0.22340320491,250.95192645,-0.85176282262
70,0.15069,483.67421551,0.0031656708694,483.67422488,-9.3712490639e-06,0.0038693937241,2.5325366955e-08,0.003869393799,-7.4969992454e-11,0,0,0.20857344447,5.5839349317e-07,-1.4668490975e-05,-1.4613896187e-05,-5.459478821e-08,0.012572489363,0,45278,40717,19866,19139,32489,30090,32655,29766,3,3,-1,844,1645,2,0,0,7h 1m 18s,6h 52m 59.524s,8m 10.942s,328d 16h 15m 57s,143.83623096,125.00005135,287.4490685,-0.22343149915,250.95175929,-0.85165759417
71,0.1507,483.67739243,0.0031769232776,483.67740183,-9.3941794148e-06,0.0038694191395,2.5415386221e-08,0.0038694192146,-7.5153435124e-11,0,0,0.20856788902,1.1050656951e-06,-1.4750192419e-05,-1.4684586595e-05,-6.5605823039e-08,0.012582601446,2,45290,40705,19867,19138,32492,30089,32665,29754,3,3,-1,877,1709,2,0,0,7h 6m 21s,6h 58m 2.635s,8m 10.942s,328d 5h 31m 43s,143.83748097,125.00005135,287.45153708,-0.22346291547,250.95159131,-0.85155616259
72,0.15071,483.68058052,0.0031880834669,483.68058997,-9.4562406048e-06,0.0038694446441,2.5504667735e-08,0.0038694447198,-7.5649925126e-11,0,0,0.20856233089,2.7680185921e-07,-1.4847486314e-05,-1.4766311905e-05,-8.1174409077e-08,0.012592588645,2,45302,40695,19864,19139,32500,30087,32666,29747,3,3,-1,937,1780,2,0,0,7h 11m 32s,7h 3m 12.964s,8m 10.942s,327d 21h 31m 19s,143.83873097,125.00005135,287.45399769,-0.22350230786,250.95141524,-0.85145374512
73,0.15072,483.68377961,0.0031990887445,483.68378915,-9.5479096558e-06,0.0038694702368,2.5592709956e-08,0.0038694703132,-7.6383277307e-11,0,0,0.2085567559,1.1977981865e-06,-1.4974701763e-05,-1.4863631079e-05,-1.1107068378e-07,0.012602341065,0,45309,40691,19867,19133,32511,30081,32665,29743,3,3,-1,932,1776,2,0,0,7h 16m 49s,7h 8m 30.204s,8m 10.942s,327d 16h 1m 57s,143.83998097,125.00005135,287.45644357,-0.22355643462,250.95122527,-0.85134954235
74,0.15073,483.68698936,0.0032097519418,483.6869991,-9.7472362768e-06,0.0038694959149,2.5678015534e-08,0.0038694959928,-7.7977890204e-11,0,0,0.20855114947,5.7981961177e-07,-1.5176916007e-05,-1.4990874292e-05,-1.8604171466e-07,0.012611545216,0,45322,40679,19874,19125,32517,30070,32679,29734,3,3,-1,1211,2273,2,0,0,7h 23m 36s,7h 15m 17.187s,8m 10.942s,328d 16h 6m 36s,143.84123097,125.00005135,287.45885495,-0.22364505447,250.95100608,-0.85125528596
75,0.15074,483.69020526,0.0032159008838,483.69021918,-1.392459103e-05,0.0038695216421,2.572720707e-08,0.0038695217535,-1.1139672821e-10,0,0,0.20854493668,6.4540162759e-07,-1.6255996374e-05,-1.5193126164e-05,-1.0628702095e-06,0.012613312005,2,45336,40675,19866,19123,32518,30069,32684,29729,3,3,-1,2691,5163,2,0,0,7h 38m 45s,7h 30m 25.894s,8m 10.942s,336d 9h 39m 19s,143.84248097,125.00005135,287.46081082,-0.22418917896,250.95038428,-0.85121592738
76,0.15075,483.69342773,0.0032224677844,483.69343783,-1.0108736092e-05,0.0038695474218,2.5779742275e-08,0.0038695475027,-8.086988891e-11,0,0,0.20853926606,9.2564960808e-07,-1.6434701005e-05,-1.627238627e-05,-1.6231473514e-07,0.012622233814,1,45362,40657,19859,19122,32528,30061,32693,29718,3,3,-1,1281,2452,2,0,0,7h 46m 11s,7h 37m 51.243s,8m 10.942s,337d 18h 28m 37s,143.84373097,125.00005135,287.46319663,-0.22430337036,250.95014387,-0.8511183934
77,0.15076,483.69666044,0.003232715001,483.69667023,-9.7851486771e-06,0.0038695732835,2.5861720009e-08,0.0038695733618,-7.8281189256e-11,0,0,0.2085336709,6.9069647979e-07,-1.6548006696e-05,-1.6451141656e-05,-9.6865040183e-08,0.012631710833,1,45376,40646,19859,19119,32530,30060,32705,29705,3,3,-1,1149,2253,2,0,0,7h 52m 38s,7h 44m 18.225s,8m 10.942s,338d 8h 2m 56s,143.84498097,125.00005135,287.46562113,-0.22437887488,250.94993782,-0.85101683967
78,0.15077,483.69990377,0.0032433264016,483.69991343,-9.6653524224e-06,0.0038695992301,2.5946611213e-08,0.0038695993075,-7.7322819154e-11,0,0,0.20852806835,9.7078263952e-07,-1.6638390783e-05,-1.6564484089e-05,-7.3906693806e-08,0.01264139311,2,45386,40637,19862,19115,32536,30053,32712,29699,3,3,-1,1027,1976,2,0,0,7h 58m 28s,7h 50m 8.333s,8m 10.942s,338d 9h 48m 56s,143.84623097,125.00005135,287.46805812,-0.22444188353,250.94974022,-0.85091150979
79,0.15078,483.70315789,0.0032541197452,483.70316746,-9.5736083381e-06,0.0038696252631,2.6032957961e-08,0.0038696253397,-7.6588866759e-11,0,0,0.20852242398,7.5898295102e-07,-1.6713920992e-05,-1.6654901956e-05,-5.9019035668e-08,0.01265122216,0,45391,40629,19866,19114,32543,30047,32714,29696,3,3,-1,932,1775,2,0,0,8h 5m 4s,7h 55m 24.617s,9m 30.488s,339d 1h 32m 17s,143.84748097,125.00005135,287.47050455,-0.22449545056,250.94955123,-0.85080869366
80,0.15079,483.70642291,0.003265024262,483.70643243,-9.5230386137e-06,0.0038696513833,2.6120194096e-08,0.0038696514595,-7.6184308861e-11,0,0,0.20851686319,3.5829143556e-07,-1.677672515e-05,-1.6730466378e-05,-4.6258772547e-08,0.012661177175,2,45407,40614,19864,19115,32548,30035,32723,29694,3,3,-1,1133,2179,2,0,0,8h 11m 25s,8h 1m 45.619s,9m 30.488s,339d 12h 22m 41s,143.84873097,125.00005135,287.47295682,-0.22454317778,250.94937135,-0.85070908757
81,0.1508,483.70969892,0.0032760083054,483.70970845,-9.5287749105e-06,0.0038696775914,2.6208066444e-08,0.0038696776676,-7.6230199236e-11,0,0,0.20851131192,1.2568538904e-06,-1.6833965763e-05,-1.6793308519e-05,-4.0657243658e-08,0.012671141352,0,45421,40604,19865,19110,32552,30031,32734,29683,3,3,-1,995,1914,2,0,0,8h 17m 7s,8h 7m 27.429s,9m 30.488s,339d 11h 14m 33s,143.84998097,125.00005135,287.47541063,-0.22458936812,250.94918832,-0.85060193516
82,0.15081,483.71298596,0.0032870452617,483.71299545,-9.4804692594e-06,0.0038697038877,2.6296362094e-08,0.0038697039636,-7.584375402e-11,0,0,0.20850566725,7.3009342e-07,-1.6885586802e-05,-1.6850586027e-05,-3.5000775619e-08,0.012681163489,0,45432,40590,19869,19109,32560,30026,32741,29673,3,3,-1,902,1762,2,0,0,8h 22m 20s,8h 12m 40.310s,9m 30.488s,339d 1h 35m 51s,143.85123097,125.00005135,287.47786735,-0.2246326486,250.94900815,-0.85049482059
83,0.15082,483.71628409,0.0032981237914,483.71629354,-9.4501984904e-06,0.0038697302727,2.6384990331e-08,0.0038697303483,-7.5601587924e-11,0,0,0.20850015358,5.4963702997e-07,-1.6931875494e-05,-1.6902242422e-05,-2.9633071792e-08,0.012691244303,1,45439,40581,19877,19103,32572,30020,32744,29664,3,3,-1,964,1851,2,0,0,8h 27m 51s,8h 18m 11.641s,9m 30.488s,338d 21h 33m 13s,143.85248097,125.00005135,287.48032786,-0.22467213521,250.94883457,-0.85039126518
84,0.15083,483.71959333,0.0033092424899,483.71960278,-9.4456694342e-06,0.0038697567466,2.6473939919e-08,0.0038697568222,-7.5565355188e-11,0,0,0.20849450908,9.2961069532e-07,-1.6973649102e-05,-1.6948564979e-05,-2.508412309e-08,0.012701316584,0,45450,40573,19881,19096,32579,30012,32752,29657,3,3,-1,714,1397,2,0,0,8h 31m 49s,8h 22m 9.507s,9m 30.488s,337d 14h 43m 49s,143.85373097,125.00005135,287.48278556,-0.22471443995,250.94865059,-0.85027822936
85,0.15084,483.72291371,0.0033203769969,483.72292311,-9.402910166e-06,0.0038697833097,2.6563015975e-08,0.0038697833849,-7.5223281163e-11,0,0,0.20848891777,9.9988199684e-07,-1.7013852548e-05,-1.6990370688e-05,-2.3481860747e-08,0.012711460072,1,45465,40566,19888,19081,32587,29998,32766,29649,3,3,-1,805,1556,2,0,0,8h 36m 27s,8h 26m 46.827s,9m 30.488s,336d 19h 51m 3s,143.85498097,125.00005135,287.48525203,-0.22474797134,250.94848284,-0.85017522993
86,0.15085,483.72624525,0.0033315456474,483.72625467,-9.4138474083e-06,0.003869809962,2.6652365179e-08,0.0038698100373,-7.5310779314e-11,0,0,0.20848334792,8.53450561e-07,-1.7049635778e-05,-1.7030604946e-05,-1.9030831563e-08,0.012721662684,0,45483,40549,19894,19074,32601,29983,32776,29640,3,3,-1,840,1434,2,0,0,8h 40m 47s,8h 31m 6.910s,9m 30.488s,335d 20h 35m 2s,143.85623097,125.00005135,287.48772128,-0.22477872276,250.94831986,-0.85007322473
87,0.15086,483.72958798,0.003342729156,483.72959746,-9.4750865287e-06,0.0038698367039,2.6741833248e-08,0.0038698367797,-7.5800692112e-11,0,0,0.20847779168,5.8485563767e-07,-1.7084776567e-05,-1.706641754e-05,-1.8359027097e-08,0.012731767928,2,45491,40541,19897,19071,32612,29972,32776,29640,3,3,-1,851,1607,2,0,0,8h 45m 34s,8h 35m 53.311s,9m 30.488s,335d 5h 9m 57s,143.85748097,125.00005135,287.49017983,-0.22482017374,250.94813793,-0.84995809212
88,0.15087,483.73294191,0.0033539292774,483.73295131,-9.3938497798e-06,0.0038698635353,2.6831434219e-08,0.0038698636104,-7.5150798345e-11,0,0,0.20847224642,7.2466548426e-07,-1.7117644897e-05,-1.7101588458e-05,-1.6056439204e-08,0.012741952952,1,45503,40534,19901,19062,32617,29968,32787,29628,3,3,-1,920,1774,2,0,0,8h 50m 53s,8h 41m 12.846s,9m 30.488s,334d 23h 11m 53s,143.85873097,125.00005135,287.49264529,-0.2248547062,250.94796878,-0.84985098121
89,0.15088,483.73630706,0.0033651449334,483.73631645,-9.3937479733e-06,0.0038698904565,2.6921159467e-08,0.0038698905316,-7.5149983892e-11,0,0,0.20846664568,1.5904274352e-06,-1.714809112e-05,-1.7134485603e-05,-1.3605516808e-08,0.012752137797,0,45520,40513,19911,19056,32632,29951,32799,29618,3,3,-1,802,1547,2,0,0,8h 55m 16s,8h 45m 35.986s,9m 30.488s,334d 2h 4m 52s,143.85998097,125.00005135,287.49511099,-0.22488900982,250.9477954,-0.84973988138
90,0.15089,483.73968343,0.0033763696088,483.73969281,-9.3795621297e-06,0.0038699174674,2.701095687e-08,0.0038699175424,-7.5036496981e-11,0,0,0.20846108059,4.9299862505e-07,-1.7176606308e-05,-1.7164960463e-05,-1.164584493e-08,0.012762339533,2,45529,40500,19917,19054,32638,29951,32808,29603,3,3,-1,837,1627,2,0,0,9h 7s,8h 50m 26.391s,9m 30.488s,333d 12h 44m 11s,143.86123098,125.00005135,287.49757742,-0.22492257942,250.94762536,-0.84962949622
91,0.1509,483.74307103,0.0033876049213,483.7430804,-9.3715506182e-06,0.0038699445683,2.710083937e-08,0.0038699446432,-7.4972404587e-11,0,0,0.20845553588,7.5840247751e-07,-1.7204055736e-05,-1.7193504679e-05,-1.0551056884e-08,0.012772563848,1,45548,40486,19914,19052,32640,29948,32822,29590,3,3,-1,855,1665,2,0,0,9h 6m 24s,8h 55m 22.787s,10m 50.543s,333d 22h 31m 22s,143.86248098,125.00005135,287.50004555,-0.22495445044,250.94745741,-0.84952081399
92,0.15091,483.74646988,0.0033988503124,483.74647926,-9.3784913133e-06,0.0038699717591,2.7190802499e-08,0.0038699718341,-7.5027930483e-11,0,0,0.20844995935,1.6469186478e-06,-1.7230503784e-05,-1.7220982418e-05,-9.5213664439e-09,0.012782784764,1,45565,40473,19910,19052,32647,29941,32828,29584,3,3,-1,799,1526,2,0,0,9h 10m 48s,8h 59m 47.385s,10m 50.543s,333d 2h 44m 48s,143.86373098,125.00005135,287.50251317,-0.22498682767,250.94728731,-0.84940976885
93,0.15092,483.74987998,0.0034101006773,483.74988936,-9.3750475685e-06,0.0038699990399,2.7280805419e-08,0.0038699991149,-7.5000380472e-11,0,0,0.20844439216,1.0898482958e-06,-1.7255127748e-05,-1.7247458397e-05,-7.6693510734e-09,0.012793017718,0,45580,40464,19907,19049,32657,29929,32830,29584,3,3,-1,852,1651,2,0,0,9h 15m 45s,9h 4m 44.298s,10m 50.543s,332d 15h 46m 53s,143.86498098,125.00005135,287.50498113,-0.22501887354,250.94711915,-0.84929842171
94,0.15093,483.75330134,0.0034213584751,483.75331072,-9.3740804914e-06,0.0038700264107,2.7370867801e-08,0.0038700264857,-7.4992644039e-11,0,0,0.20843880972,7.9274538738e-07,-1.7279152208e-05,-1.7272110664e-05,-7.0415435546e-09,0.0128032606,1,45587,40457,19915,19041,32662,29922,32840,29576,3,3,-1,839,1630,2,0,0,9h 20m 36s,9h 9m 34.578s,10m 50.543s,332d 3h 20m 58s,143.86623098,125.00005135,287.5074507,-0.22504929553,250.94695119,-0.84918796051
95,0.15094,483.75673396,0.0034326209368,483.75674334,-9.3794877216e-06,0.0038700538717,2.7460967494e-08,0.0038700539467,-7.5035901971e-11,0,0,0.20843327198,6.5605183287e-07,-1.7302038553e-05,-1.7296162546e-05,-5.8760075022e-09,0.012813507818,2,45601,40446,19917,19036,32667,29924,32851,29558,3,3,-1,928,1797,2,0,0,9h 25m 56s,9h 14m 55.018s,10m 50.543s,331d 22h 49m 54s,143.86748098,125.00005135,287.50991785,-0.2250821518,250.94678295,-0.84907574116
96,0.15095,483.76017785,0.0034438877406,483.76018723,-9.3837358008e-06,0.0038700814228,2.7551101925e-08,0.0038700814979,-7.5069886071e-11,0,0,0.208427709,3.1386221061e-07,-1.7323840362e-05,-1.7319075577e-05,-4.7647850922e-09,0.012823756685,0,45613,40441,19918,19028,32673,29919,32858,29550,3,3,-1,939,1824,2,0,0,9h 31m 24s,9h 20m 22.800s,10m 50.543s,331d 20h 15m 15s,143.86873098,125.00005135,287.51238716,-0.22511283894,250.94661485,-0.84896381648
97,0.15096,483.76363301,0.0034551588043,483.76364239,-9.3829235652e-06,0.0038701090641,2.7641270434e-08,0.0038701091391,-7.5063388665e-11,0,0,0.20842217028,2.0512896818e-06,-1.7344769635e-05,-1.7340903818e-05,-3.8658170993e-09,0.012833994168,0,45618,40438,19924,19020,32676,29918,32866,29540,3,3,-1,819,1552,2,0,0,9h 36m 1s,9h 24m 59.851s,10m 50.543s,331d 5h 8m 34s,143.86998098,125.00005135,287.51485548,-0.22514451753,250.94644441,-0.84884894602
98,0.15097,483.76709944,0.0034664322998,483.76710881,-9.3642829597e-06,0.0038701367955,2.7731458399e-08,0.0038701368704,-7.4914263595e-11,0,0,0.20841658845,1.5497695799e-06,-1.7365973835e-05,-1.7361859629e-05,-4.114206346e-09,0.012844281039,1,45619,40432,19935,19014,32683,29914,32871,29532,3,3,-1,740,1268,2,0,0,9h 39m 42s,9h 28m 40.478s,10m 50.543s,330d 28m 28s,143.87123098,125.00005135,287.5173283,-0.2251716977,250.94628258,-0.84874142027
99,0.15098,483.77057714,0.0034777039065,483.77058655,-9.4078500865e-06,0.0038701646172,2.7821631252e-08,0.0038701646924,-7.5262800766e-11,0,0,0.20841104822,5.0761178776e-07,-1.7385109125e-05,-1.7383089675e-05,-2.0194504183e-09,0.012854504462,0,45637,40416,19940,19007,32697,29896,32880,29527,3,3,-1,914,1747,2,0,0,9h 44m 56s,9h 33m 54.633s,10m 50.543s,329d 19h 8m 29s,143.87248098,125.00005135,287.51979143,-0.22520856971,250.94610679,-0.84862130959
100,0.15099,483.77406613,0.0034889810826,483.77407549,-9.3614648904e-06,0.003870192529,2.7911848661e-08,0.0038701926039,-7.4891719128e-11,0,0,0.20840552092,4.5607753058e-07,-1.7403758764e-05,-1.7402252487e-05,-1.5062767747e-09,0.012864778583,2,45652,40410,19934,19004,32695,29895,32891,29519,3,3,-1,967,1896,2,0,0,9h 50m 34s,9h 39m 31.843s,10m 50.543s,329d 19h 27m 21s,143.87373098,125.00005135,287.52226179,-0.22523821129,250.94594081,-0.84850904733
